x	LabelValueMeaning	Referentiel	url	TypeConceptualDomain	FormatConceptualDomain	IdDataElementConcept	ConceptualDomain	ObjectClass	ObjectProperty	DataElementConcept
		MIABIS-43	https://github.com/MIABIS/miabis/wiki/Data-describing-Sample	nonEnumerated	Date	C56	MIABIS-43	BiologicalSample	CollectDate	BiologicalSample_CollectDate
		CIM-O-3 Topo	http://codes.iarc.fr/topography	Enumerated	String	C57	CIM-O-3 Topo	BiologicalSample	TopographyCode	BiologicalSample_TopographyCode
UMLS:C0005767	Blood	MIABIS-41/MIABIS-2.0-14	https://github.com/MIABIS/miabis/wiki/Structured-data-and-lists#material-type	Enumerated	String	C58	MIABIS-41	BiologicalSample	Nature	BiologicalSample_Nature
UMLS:C0032105	Plasma	MIABIS-41/MIABIS-2.0-14	https://github.com/MIABIS/miabis/wiki/Structured-data-and-lists#material-type	Enumerated	String	C58	MIABIS-41	BiologicalSample	Nature	BiologicalSample_Nature
UMLS:C0085983	Tumor Cell Line	MIABIS-41/MIABIS-2.0-14	https://github.com/MIABIS/miabis/wiki/Structured-data-and-lists#material-type	Enumerated	String	C58	MIABIS-41	BiologicalSample	Nature	BiologicalSample_Nature
UMLS:C4039816	Frozen tissue	MIABIS-41/MIABIS-2.0-14	https://github.com/MIABIS/miabis/wiki/Structured-data-and-lists#material-type	Enumerated	String	C58	MIABIS-41	BiologicalSample	Nature	BiologicalSample_Nature
UMLS:C1519524	Paraffin Embedded Tissue (FFPE)	MIABIS-41/MIABIS-2.0-14	https://github.com/MIABIS/miabis/wiki/Structured-data-and-lists#material-type	Enumerated	String	C58	MIABIS-41	BiologicalSample	Nature	BiologicalSample_Nature
OSIRIS:O59-1	Normal	OSIRIS		Enumerated	String	C59	OSIRIS:SampleOrigin	BiologicalSample	Origin	BiologicalSample_Origin
OSIRIS:O59-2	Tumoral	OSIRIS		Enumerated	String	C59	OSIRIS:SampleOrigin	BiologicalSample	Origin	BiologicalSample_Origin
RT	Room temperature	MIABIS-2.0-15	https://github.com/MIABIS/miabis/wiki/Structured-data-and-lists#miabis-20-15	Enumerated	String	C60	MIABIS-2.0-15	BiologicalSample	StorageTemperature	BiologicalSample_StorageTemperature
2 °C to 10°C	Between 2 °C and 10 °C	MIABIS-2.0-15	https://github.com/MIABIS/miabis/wiki/Structured-data-and-lists#miabis-20-15	Enumerated	String	C60	MIABIS-2.0-15	BiologicalSample	StorageTemperature	BiologicalSample_StorageTemperature
-18 °C to -35 °C	Between -18 °C and -35 °C	MIABIS-2.0-15	https://github.com/MIABIS/miabis/wiki/Structured-data-and-lists#miabis-20-15	Enumerated	String	C60	MIABIS-2.0-15	BiologicalSample	StorageTemperature	BiologicalSample_StorageTemperature
-60 °C to -85 °C	Between -60 °C and -85 °C	MIABIS-2.0-15	https://github.com/MIABIS/miabis/wiki/Structured-data-and-lists#miabis-20-15	Enumerated	String	C60	MIABIS-2.0-15	BiologicalSample	StorageTemperature	BiologicalSample_StorageTemperature
LN	Liquid nitrogen, -150 °C to -196 °C	MIABIS-2.0-15	https://github.com/MIABIS/miabis/wiki/Structured-data-and-lists#miabis-20-15	Enumerated	String	C60	MIABIS-2.0-15	BiologicalSample	StorageTemperature	BiologicalSample_StorageTemperature
Other	Other	MIABIS-2.0-15	https://github.com/MIABIS/miabis/wiki/Structured-data-and-lists#miabis-20-15	Enumerated	String	C60	MIABIS-2.0-15	BiologicalSample	StorageTemperature	BiologicalSample_StorageTemperature
				nonEnumerated	Integer	C61		BiologicalSample	TumorCellularity	BiologicalSample_TumorCellularity
										
										
										
OSIRIS:O6-1	ChIP-on-Chip	OSIRIS		Enumerated	String	O6	OSIRIS:TechnicalProtocol	Technology	TechnicalProtocol	Technology_TechnicalProtocol
OSIRIS:O6-2	ChIP-seq	OSIRIS		Enumerated	String	O6	OSIRIS:TechnicalProtocol	Technology	TechnicalProtocol	Technology_TechnicalProtocol
OSIRIS:O6-3	DNA microarray	OSIRIS		Enumerated	String	O6	OSIRIS:TechnicalProtocol	Technology	TechnicalProtocol	Technology_TechnicalProtocol
OSIRIS:O6-4	DNA targeted panel sequencing	OSIRIS		Enumerated	String	O6	OSIRIS:TechnicalProtocol	Technology	TechnicalProtocol	Technology_TechnicalProtocol
OSIRIS:O6-5	Exome sequencing	OSIRIS		Enumerated	String	O6	OSIRIS:TechnicalProtocol	Technology	TechnicalProtocol	Technology_TechnicalProtocol
OSIRIS:O6-6	Mass spectrometry	OSIRIS		Enumerated	String	O6	OSIRIS:TechnicalProtocol	Technology	TechnicalProtocol	Technology_TechnicalProtocol
OSIRIS:O6-7	MeDIP-Chip	OSIRIS		Enumerated	String	O6	OSIRIS:TechnicalProtocol	Technology	TechnicalProtocol	Technology_TechnicalProtocol
OSIRIS:O6-8	MeDIP-seq	OSIRIS		Enumerated	String	O6	OSIRIS:TechnicalProtocol	Technology	TechnicalProtocol	Technology_TechnicalProtocol
OSIRIS:O6-9	Methylation microarray	OSIRIS		Enumerated	String	O6	OSIRIS:TechnicalProtocol	Technology	TechnicalProtocol	Technology_TechnicalProtocol
OSIRIS:O6-10	RNA microarray	OSIRIS		Enumerated	String	O6	OSIRIS:TechnicalProtocol	Technology	TechnicalProtocol	Technology_TechnicalProtocol
OSIRIS:O6-11	RNA targeted panel sequencing	OSIRIS		Enumerated	String	O6	OSIRIS:TechnicalProtocol	Technology	TechnicalProtocol	Technology_TechnicalProtocol
OSIRIS:O6-12	RNA-seq	OSIRIS		Enumerated	String	O6	OSIRIS:TechnicalProtocol	Technology	TechnicalProtocol	Technology_TechnicalProtocol
OSIRIS:O6-13	RPPA	OSIRIS		Enumerated	String	O6	OSIRIS:TechnicalProtocol	Technology	TechnicalProtocol	Technology_TechnicalProtocol
OSIRIS:O6-14	Whole genome bisulfite sequencing	OSIRIS		Enumerated	String	O6	OSIRIS:TechnicalProtocol	Technology	TechnicalProtocol	Technology_TechnicalProtocol
OSIRIS:O6-15	Whole genome sequencing	OSIRIS		Enumerated	String	O6	OSIRIS:TechnicalProtocol	Technology	TechnicalProtocol	Technology_TechnicalProtocol
OSIRIS:O6-16	miRNA microarray	OSIRIS		Enumerated	String	O6	OSIRIS:TechnicalProtocol	Technology	TechnicalProtocol	Technology_TechnicalProtocol
OSIRIS:O7-1	Affymetrix Cytoscan HD	OSIRIS		Enumerated	String	O7	OSIRIS:PlatformName	Technology	PlatformName	Technology_PlatformName
OSIRIS:O7-2	Affymetrix EMET Plus Premier Pack	OSIRIS		Enumerated	String	O7	OSIRIS:PlatformName	Technology	PlatformName	Technology_PlatformName
OSIRIS:O7-3	Affymetrix Genome-Wide Human SNP Array 5.0	OSIRIS		Enumerated	String	O7	OSIRIS:PlatformName	Technology	PlatformName	Technology_PlatformName
OSIRIS:O7-4	Affymetrix Genome-Wide Human SNP Array 6.0	OSIRIS		Enumerated	String	O7	OSIRIS:PlatformName	Technology	PlatformName	Technology_PlatformName
OSIRIS:O7-5	Affymetrix HT Human Genome U133A Array Plate Set	OSIRIS		Enumerated	String	O7	OSIRIS:PlatformName	Technology	PlatformName	Technology_PlatformName
OSIRIS:O7-6	Affymetrix Human Exon 1.0 ST	OSIRIS		Enumerated	String	O7	OSIRIS:PlatformName	Technology	PlatformName	Technology_PlatformName
OSIRIS:O7-7	Affymetrix Human Gene 1.0 ST	OSIRIS		Enumerated	String	O7	OSIRIS:PlatformName	Technology	PlatformName	Technology_PlatformName
OSIRIS:O7-8	Affymetrix Human Genome U219 Array Plate	OSIRIS		Enumerated	String	O7	OSIRIS:PlatformName	Technology	PlatformName	Technology_PlatformName
OSIRIS:O7-9	Affymetrix Human MIP 330K	OSIRIS		Enumerated	String	O7	OSIRIS:PlatformName	Technology	PlatformName	Technology_PlatformName
OSIRIS:O7-10	Affymetrix Human U133 Plus 2.0	OSIRIS		Enumerated	String	O7	OSIRIS:PlatformName	Technology	PlatformName	Technology_PlatformName
OSIRIS:O7-11	Affymetrix Human U133 Plus PM	OSIRIS		Enumerated	String	O7	OSIRIS:PlatformName	Technology	PlatformName	Technology_PlatformName
OSIRIS:O7-12	Affymetrix Mapping 100K Array Set	OSIRIS		Enumerated	String	O7	OSIRIS:PlatformName	Technology	PlatformName	Technology_PlatformName
OSIRIS:O7-13	Affymetrix Mapping 10K 2.0 Array Set	OSIRIS		Enumerated	String	O7	OSIRIS:PlatformName	Technology	PlatformName	Technology_PlatformName
OSIRIS:O7-14	Affymetrix Mapping 500K Array Set	OSIRIS		Enumerated	String	O7	OSIRIS:PlatformName	Technology	PlatformName	Technology_PlatformName
OSIRIS:O7-15	Affymetrix OncoScan FFPE Express 2.0	OSIRIS		Enumerated	String	O7	OSIRIS:PlatformName	Technology	PlatformName	Technology_PlatformName
OSIRIS:O7-16	Agilent 244K Custom Gene Expression G4502A-07	OSIRIS		Enumerated	String	O7	OSIRIS:PlatformName	Technology	PlatformName	Technology_PlatformName
OSIRIS:O7-17	Agilent 244K Custom Gene Expression G4502A-07-1	OSIRIS		Enumerated	String	O7	OSIRIS:PlatformName	Technology	PlatformName	Technology_PlatformName
OSIRIS:O7-18	Agilent 244K Custom Gene Expression G4502A-07-2	OSIRIS		Enumerated	String	O7	OSIRIS:PlatformName	Technology	PlatformName	Technology_PlatformName
OSIRIS:O7-19	Agilent 244K Custom Gene Expression G4502A-07-3	OSIRIS		Enumerated	String	O7	OSIRIS:PlatformName	Technology	PlatformName	Technology_PlatformName
OSIRIS:O7-20	Agilent 8 x 15K Human miRNA-specific microarray	OSIRIS		Enumerated	String	O7	OSIRIS:PlatformName	Technology	PlatformName	Technology_PlatformName
OSIRIS:O7-21	Agilent Human CGH 1x1M	OSIRIS		Enumerated	String	O7	OSIRIS:PlatformName	Technology	PlatformName	Technology_PlatformName
OSIRIS:O7-22	Agilent Human CGH 2x400K	OSIRIS		Enumerated	String	O7	OSIRIS:PlatformName	Technology	PlatformName	Technology_PlatformName
OSIRIS:O7-23	Agilent Human CGH 4x180K	OSIRIS		Enumerated	String	O7	OSIRIS:PlatformName	Technology	PlatformName	Technology_PlatformName
OSIRIS:O7-24	Agilent Human CGH 8x60K	OSIRIS		Enumerated	String	O7	OSIRIS:PlatformName	Technology	PlatformName	Technology_PlatformName
OSIRIS:O7-25	Agilent Human CNV 2x400K	OSIRIS		Enumerated	String	O7	OSIRIS:PlatformName	Technology	PlatformName	Technology_PlatformName
OSIRIS:O7-26	Agilent Human CNV Association 2x105K	OSIRIS		Enumerated	String	O7	OSIRIS:PlatformName	Technology	PlatformName	Technology_PlatformName
OSIRIS:O7-27	Agilent Human CpG Island Microarray Kit	OSIRIS		Enumerated	String	O7	OSIRIS:PlatformName	Technology	PlatformName	Technology_PlatformName
OSIRIS:O7-28	Agilent Human Genome 105A	OSIRIS		Enumerated	String	O7	OSIRIS:PlatformName	Technology	PlatformName	Technology_PlatformName
OSIRIS:O7-29	Agilent Human Genome 244A	OSIRIS		Enumerated	String	O7	OSIRIS:PlatformName	Technology	PlatformName	Technology_PlatformName
OSIRIS:O7-30	Agilent Human Genome 44K	OSIRIS		Enumerated	String	O7	OSIRIS:PlatformName	Technology	PlatformName	Technology_PlatformName
OSIRIS:O7-31	Agilent Human Genome CGH Custom Microaary 2x415K	OSIRIS		Enumerated	String	O7	OSIRIS:PlatformName	Technology	PlatformName	Technology_PlatformName
OSIRIS:O7-32	Agilent Human miRNA Microarray Kit (v2)	OSIRIS		Enumerated	String	O7	OSIRIS:PlatformName	Technology	PlatformName	Technology_PlatformName
OSIRIS:O7-33	Agilent Human Promoter ChIP-on-chip Microarray Set	OSIRIS		Enumerated	String	O7	OSIRIS:PlatformName	Technology	PlatformName	Technology_PlatformName
OSIRIS:O7-34	Agilent Human SpliceArray	OSIRIS		Enumerated	String	O7	OSIRIS:PlatformName	Technology	PlatformName	Technology_PlatformName
OSIRIS:O7-35	Agilent Whole Human Genome Oligo Microarray Kit	OSIRIS		Enumerated	String	O7	OSIRIS:PlatformName	Technology	PlatformName	Technology_PlatformName
OSIRIS:O7-36	Almac Human CRC	OSIRIS		Enumerated	String	O7	OSIRIS:PlatformName	Technology	PlatformName	Technology_PlatformName
OSIRIS:O7-37	capillary sequencing	OSIRIS		Enumerated	String	O7	OSIRIS:PlatformName	Technology	PlatformName	Technology_PlatformName
OSIRIS:O7-38	Complete Genomics	OSIRIS		Enumerated	String	O7	OSIRIS:PlatformName	Technology	PlatformName	Technology_PlatformName
OSIRIS:O7-39	Custom-designed cDNA array	OSIRIS		Enumerated	String	O7	OSIRIS:PlatformName	Technology	PlatformName	Technology_PlatformName
OSIRIS:O7-40	Custom-designed gene expression array	OSIRIS		Enumerated	String	O7	OSIRIS:PlatformName	Technology	PlatformName	Technology_PlatformName
OSIRIS:O7-41	Helicos sequencing	OSIRIS		Enumerated	String	O7	OSIRIS:PlatformName	Technology	PlatformName	Technology_PlatformName
OSIRIS:O7-42	HumanOmni2.5-8 BeadChip Kit	OSIRIS		Enumerated	String	O7	OSIRIS:PlatformName	Technology	PlatformName	Technology_PlatformName
OSIRIS:O7-43	Illumina GA sequencing	OSIRIS		Enumerated	String	O7	OSIRIS:PlatformName	Technology	PlatformName	Technology_PlatformName
OSIRIS:O7-44	Illumina goldengate methylation	OSIRIS		Enumerated	String	O7	OSIRIS:PlatformName	Technology	PlatformName	Technology_PlatformName
OSIRIS:O7-45	Illumina GoldenGate Methylation Cancer Panel I	OSIRIS		Enumerated	String	O7	OSIRIS:PlatformName	Technology	PlatformName	Technology_PlatformName
OSIRIS:O7-46	Illumina HiSeq	OSIRIS		Enumerated	String	O7	OSIRIS:PlatformName	Technology	PlatformName	Technology_PlatformName
OSIRIS:O7-47	Illumina HiSeq X Ten	OSIRIS		Enumerated	String	O7	OSIRIS:PlatformName	Technology	PlatformName	Technology_PlatformName
OSIRIS:O7-48	Illumina Human Omni1-Quad beadchip	OSIRIS		Enumerated	String	O7	OSIRIS:PlatformName	Technology	PlatformName	Technology_PlatformName
OSIRIS:O7-49	Illumina Human1M OmniQuad chip	OSIRIS		Enumerated	String	O7	OSIRIS:PlatformName	Technology	PlatformName	Technology_PlatformName
OSIRIS:O7-50	Illumina human1m-duo	OSIRIS		Enumerated	String	O7	OSIRIS:PlatformName	Technology	PlatformName	Technology_PlatformName
OSIRIS:O7-51	Illumina human510s-duo	OSIRIS		Enumerated	String	O7	OSIRIS:PlatformName	Technology	PlatformName	Technology_PlatformName
OSIRIS:O7-52	Illumina human660w-quad	OSIRIS		Enumerated	String	O7	OSIRIS:PlatformName	Technology	PlatformName	Technology_PlatformName
OSIRIS:O7-53	Illumina HumanCNV370-Duo v1.0 BeadChip	OSIRIS		Enumerated	String	O7	OSIRIS:PlatformName	Technology	PlatformName	Technology_PlatformName
OSIRIS:O7-54	Illumina humancytosnp-12	OSIRIS		Enumerated	String	O7	OSIRIS:PlatformName	Technology	PlatformName	Technology_PlatformName
OSIRIS:O7-55	Illumina HumanHap550	OSIRIS		Enumerated	String	O7	OSIRIS:PlatformName	Technology	PlatformName	Technology_PlatformName
OSIRIS:O7-56	Illumina HumanHT-12 v4.0 beadchip	OSIRIS		Enumerated	String	O7	OSIRIS:PlatformName	Technology	PlatformName	Technology_PlatformName
OSIRIS:O7-57	Illumina humanht-16	OSIRIS		Enumerated	String	O7	OSIRIS:PlatformName	Technology	PlatformName	Technology_PlatformName
OSIRIS:O7-58	Illumina humanht-17	OSIRIS		Enumerated	String	O7	OSIRIS:PlatformName	Technology	PlatformName	Technology_PlatformName
OSIRIS:O7-59	Illumina humanmethylation27	OSIRIS		Enumerated	String	O7	OSIRIS:PlatformName	Technology	PlatformName	Technology_PlatformName
OSIRIS:O7-60	Illumina HumanOmniExpress BeadChip	OSIRIS		Enumerated	String	O7	OSIRIS:PlatformName	Technology	PlatformName	Technology_PlatformName
OSIRIS:O7-61	Illumina HumanRef-8 v3.0 beadchip	OSIRIS		Enumerated	String	O7	OSIRIS:PlatformName	Technology	PlatformName	Technology_PlatformName
OSIRIS:O7-62	Illumina HumanWG-6 v3.0 beadchip	OSIRIS		Enumerated	String	O7	OSIRIS:PlatformName	Technology	PlatformName	Technology_PlatformName
OSIRIS:O7-63	Illumina Infinium HumanMethylation450	OSIRIS		Enumerated	String	O7	OSIRIS:PlatformName	Technology	PlatformName	Technology_PlatformName
OSIRIS:O7-64	Illumina microRNA Expression Profiling Panel	OSIRIS		Enumerated	String	O7	OSIRIS:PlatformName	Technology	PlatformName	Technology_PlatformName
OSIRIS:O7-65	Illumina MiSeq Personal Sequencer	OSIRIS		Enumerated	String	O7	OSIRIS:PlatformName	Technology	PlatformName	Technology_PlatformName
OSIRIS:O7-66	Ion Torrent PGM	OSIRIS		Enumerated	String	O7	OSIRIS:PlatformName	Technology	PlatformName	Technology_PlatformName
OSIRIS:O7-67	Ion Torrent Proton	OSIRIS		Enumerated	String	O7	OSIRIS:PlatformName	Technology	PlatformName	Technology_PlatformName
OSIRIS:O7-68	M.D. Anderson Reverse Phase Protein Array Core	OSIRIS		Enumerated	String	O7	OSIRIS:PlatformName	Technology	PlatformName	Technology_PlatformName
OSIRIS:O7-69	Microsatellite Instability Analysis	OSIRIS		Enumerated	String	O7	OSIRIS:PlatformName	Technology	PlatformName	Technology_PlatformName
OSIRIS:O7-70	nanoString	OSIRIS		Enumerated	String	O7	OSIRIS:PlatformName	Technology	PlatformName	Technology_PlatformName
OSIRIS:O7-71	Nimblegen CGS	OSIRIS		Enumerated	String	O7	OSIRIS:PlatformName	Technology	PlatformName	Technology_PlatformName
OSIRIS:O7-72	Nimblegen Gene Expression 12x135K	OSIRIS		Enumerated	String	O7	OSIRIS:PlatformName	Technology	PlatformName	Technology_PlatformName
OSIRIS:O7-73	Nimblegen Gene Expression 385K	OSIRIS		Enumerated	String	O7	OSIRIS:PlatformName	Technology	PlatformName	Technology_PlatformName
OSIRIS:O7-74	Nimblegen Gene Expression 4x72K	OSIRIS		Enumerated	String	O7	OSIRIS:PlatformName	Technology	PlatformName	Technology_PlatformName
OSIRIS:O7-75	Nimblegen Human CGH 2.1M Whole-Genome v2.0D Array	OSIRIS		Enumerated	String	O7	OSIRIS:PlatformName	Technology	PlatformName	Technology_PlatformName
OSIRIS:O7-76	Nimblegen Human CGH 3x720 Whole-Genome v3.0 Array	OSIRIS		Enumerated	String	O7	OSIRIS:PlatformName	Technology	PlatformName	Technology_PlatformName
OSIRIS:O7-77	Nimblegen Human Methylation 2.1M Whole-Genome sets	OSIRIS		Enumerated	String	O7	OSIRIS:PlatformName	Technology	PlatformName	Technology_PlatformName
OSIRIS:O7-78	Nimblegen Human Methylation 385K Whole-Genome sets	OSIRIS		Enumerated	String	O7	OSIRIS:PlatformName	Technology	PlatformName	Technology_PlatformName
OSIRIS:O7-79	PacBio RS sequencing	OSIRIS		Enumerated	String	O7	OSIRIS:PlatformName	Technology	PlatformName	Technology_PlatformName
OSIRIS:O7-80	PCR	OSIRIS		Enumerated	String	O7	OSIRIS:PlatformName	Technology	PlatformName	Technology_PlatformName
OSIRIS:O7-81	PCR and capillary sequencing	OSIRIS		Enumerated	String	O7	OSIRIS:PlatformName	Technology	PlatformName	Technology_PlatformName
OSIRIS:O7-82	qPCR	OSIRIS		Enumerated	String	O7	OSIRIS:PlatformName	Technology	PlatformName	Technology_PlatformName
OSIRIS:O7-83	Roche 454 sequencing	OSIRIS		Enumerated	String	O7	OSIRIS:PlatformName	Technology	PlatformName	Technology_PlatformName
OSIRIS:O7-84	Sequenom MassARRAY	OSIRIS		Enumerated	String	O7	OSIRIS:PlatformName	Technology	PlatformName	Technology_PlatformName
OSIRIS:O7-85	SOLiD sequencing	OSIRIS		Enumerated	String	O7	OSIRIS:PlatformName	Technology	PlatformName	Technology_PlatformName
OSIRIS:O7-86	Digital PCR	OSIRIS		Enumerated	String	O7	OSIRIS:PlatformName	Technology	PlatformName	Technology_PlatformName
OSIRIS:O7-87	NextSeq 500	OSIRIS		Enumerated	String	O7	OSIRIS:PlatformName	Technology	PlatformName	Technology_PlatformName
OSIRIS:O7-88	NovaSeq	OSIRIS		Enumerated	String	O7	OSIRIS:PlatformName	Technology	PlatformName	Technology_PlatformName
		OSIRIS		nonEnumerated	String	O8	OSIRIS:PlatformAccession	Technology	PlatformAccession	Technology_PlatformAccession
		OSIRIS		nonEnumerated	Date	O9	OSIRIS:DateOfExperiment	Technology	DateOfExperiment	Technology_DateOfExperiment
OSIRIS:O10-0	Not applicable	OSIRIS		Enumerated	String	O10	OSIRIS:PanelName	Panel	Name	Panel_Name
OSIRIS:O10-1	Ion AmpliSeq Cancer Hotspot Panel v2	OSIRIS		Enumerated	String	O10	OSIRIS:PanelName	Panel	Name	Panel_Name
OSIRIS:O10-2	Ion AmpliSeq Colon and Lung Cancer Research Panel v2	OSIRIS		Enumerated	String	O10	OSIRIS:PanelName	Panel	Name	Panel_Name
OSIRIS:O10-3	Ion AmpliSeq Comprehensive Cancer Panel	OSIRIS		Enumerated	String	O10	OSIRIS:PanelName	Panel	Name	Panel_Name
OSIRIS:O10-4	Ion AmpliSeq Oncomine Comprehensive Assay	OSIRIS		Enumerated	String	O10	OSIRIS:PanelName	Panel	Name	Panel_Name
OSIRIS:O10-5	Ion AmpliSeq Oncomine Focus Assay	OSIRIS		Enumerated	String	O10	OSIRIS:PanelName	Panel	Name	Panel_Name
OSIRIS:O10-6	Ion AmpliSeq TP53 Research Panel	OSIRIS		Enumerated	String	O10	OSIRIS:PanelName	Panel	Name	Panel_Name
OSIRIS:O10-7	Lyric: Ion AmpliSeq Profiler	OSIRIS		Enumerated	String	O10	OSIRIS:PanelName	Panel	Name	Panel_Name
OSIRIS:O10-8	QIAGEN GeneRead DNAseq Targeted Panels V2	OSIRIS		Enumerated	String	O10	OSIRIS:PanelName	Panel	Name	Panel_Name
OSIRIS:O10-9	SAFIR02 Panel	OSIRIS		Enumerated	String	O10	OSIRIS:PanelName	Panel	Name	Panel_Name
OSIRIS:O10-10	Mosc3	OSIRIS		Enumerated	String	O10	OSIRIS:PanelName	Panel	Name	Panel_Name
		OSIRIS		nonEnumerated	String	O11	OSIRIS:AnalyticPipelineCode	AnalysisProcess	AnalyticPipelineCode	AnalysisProcess_AnalyticPipelineCode
		OSIRIS		nonEnumerated	Integer	O12	OSIRIS:AlgorithmicCellularity	OmicAnalysis	AlgorithmicCellularity	OmicAnalysis_AlgorithmicCellularity
OSIRIS:O13-1	Haploid	OSIRIS		Enumerated	String	O13	OSIRIS:AlgorithmicPloïdy	OmicAnalysis	AlgorithmicPloidy	OmicAnalysis_AlgorithmicPloidy
OSIRIS:O13-2	Diploid	OSIRIS		Enumerated	String	O13	OSIRIS:AlgorithmicPloïdy	OmicAnalysis	AlgorithmicPloidy	OmicAnalysis_AlgorithmicPloidy
OSIRIS:O13-3	Triploid	OSIRIS		Enumerated	String	O13	OSIRIS:AlgorithmicPloïdy	OmicAnalysis	AlgorithmicPloidy	OmicAnalysis_AlgorithmicPloidy
OSIRIS:O13-4	Tetraploid	OSIRIS		Enumerated	String	O13	OSIRIS:AlgorithmicPloïdy	OmicAnalysis	AlgorithmicPloidy	OmicAnalysis_AlgorithmicPloidy
OSIRIS:O13-0	Not available	OSIRIS		Enumerated	String	O13	OSIRIS:AlgorithmicPloïdy	OmicAnalysis	AlgorithmicPloidy	OmicAnalysis_AlgorithmicPloidy
		OSIRIS		nonEnumerated	Integer	O14	OSIRIS:NumberOfBreakPoints	OmicAnalysis	NumberOfBreakPoints	OmicAnalysis_NumberOfBreakPoints
OSIRIS:O15-1	Gene expression	OSIRIS		Enumerated	String	O15	OSIRIS:AlterationType	AlterationOnSample	AlterationType	AlterationOnSample_AlterationType
OSIRIS:O15-2	Protein expression	OSIRIS		Enumerated	String	O15	OSIRIS:AlterationType	AlterationOnSample	AlterationType	AlterationOnSample_AlterationType
OSIRIS:O15-3	Fusion	OSIRIS		Enumerated	String	O15	OSIRIS:AlterationType	AlterationOnSample	AlterationType	AlterationOnSample_AlterationType
OSIRIS:O15-4	Copy number variation	OSIRIS		Enumerated	String	O15	OSIRIS:AlterationType	AlterationOnSample	AlterationType	AlterationOnSample_AlterationType
OSIRIS:O15-5	Genetic variant	OSIRIS		Enumerated	String	O15	OSIRIS:AlterationType	AlterationOnSample	AlterationType	AlterationOnSample_AlterationType
OSIRIS:O15-6	Structural alteration	OSIRIS		Enumerated	String	O15	OSIRIS:AlterationType	AlterationOnSample	AlterationType	AlterationOnSample_AlterationType
OSIRIS:O15-7	Transcription factor	OSIRIS		Enumerated	String	O15	OSIRIS:AlterationType	AlterationOnSample	AlterationType	AlterationOnSample_AlterationType
